,Order,PID,LotArea,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSFOne,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_nan,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSa,LotConfig_FRThree,LotConfig_FRTwo,LotConfig_Inside,BldgType_Duplex,BldgType_OneFam,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_OnePointFiveUnf,HouseStyle_OneStory,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_TwoPointFiveFin,HouseStyle_TwoPointFiveUnf,HouseStyle_TwoStory,RoofStyle_Gable,RoofStyle_Gambr,RoofStyle_Hip,RoofStyle_Mansa,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_TarGrv,RoofMatl_WdShake,RoofMatl_WdShngl,ExteriorFirst_AsphShn,ExteriorFirst_BrkComm,ExteriorFirst_BrkFace,ExteriorFirst_CemntBd,ExteriorFirst_HdBoard,ExteriorFirst_ImStucc,ExteriorFirst_MetalSd,ExteriorFirst_Plywood,ExteriorFirst_PreCast,ExteriorFirst_Stucco,ExteriorFirst_VinylSd,ExteriorFirst_WdSdng,ExteriorFirst_WdShing,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y
455,2370,527451380,1680,4,6,7,1972,1972,4,4,2,317,672,672,546,0,1218,0,1,1,1,3,1,3,7,0,1,264,0,28,2006,118000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
456,2239,910203290,8263,4,6,5,1920,1950,4,4,2,0,1012,1012,0,0,1012,0,0,1,0,2,1,3,6,1,1,308,0,22,2007,118400,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,2174,908127100,11841,4,6,5,1990,1990,5,4,4,816,816,816,0,0,816,1,0,1,0,3,1,3,5,0,0,0,0,32,2007,118500,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
458,2843,909101190,6204,4,4,5,1912,1950,4,3,2,0,795,954,795,481,2230,1,0,1,0,5,1,3,10,0,1,440,0,188,2006,118500,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
459,683,535452140,7200,4,5,7,1952,1952,4,5,2,630,732,732,0,0,732,1,0,1,0,2,1,3,4,0,1,240,0,68,2009,118900,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
460,179,902206130,6900,4,6,7,1938,2000,5,4,2,0,827,827,424,0,1251,0,0,1,0,3,1,2,6,0,1,240,0,0,2010,119000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
461,719,902329080,3600,4,6,7,1917,2007,4,4,2,0,624,664,624,0,1288,1,0,1,0,3,1,5,5,1,1,280,0,103,2009,119000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
462,739,903228120,6000,4,6,7,1926,2004,4,4,2,0,884,904,0,0,904,0,0,1,0,2,1,3,4,0,1,180,0,0,2009,119000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
463,1336,903226150,6000,4,5,7,1924,2003,4,3,2,0,949,949,0,0,949,0,0,1,0,2,1,3,5,1,2,370,0,0,2008,119000,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
464,1414,905476120,8405,4,5,8,1900,1950,4,5,2,241,861,961,406,0,1367,1,0,1,0,4,1,3,7,0,1,384,0,130,2008,119000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
465,1550,910203090,8155,4,5,7,1930,1950,5,4,2,0,780,780,420,0,1200,0,0,1,0,4,1,3,7,0,0,0,0,0,2008,119000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
466,1879,534252060,10624,3,5,4,1964,1964,4,4,2,40,1728,1728,0,0,1728,0,1,2,0,6,2,3,10,0,1,352,155,0,2007,119000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
467,1960,535451040,7200,4,5,7,1950,1950,4,4,2,534,876,988,0,0,988,0,0,1,0,3,1,3,6,0,1,276,0,80,2007,119000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
468,2194,908276230,8190,4,4,6,1954,1954,4,4,2,732,948,948,0,0,948,1,0,1,0,3,1,3,5,1,1,280,0,36,2007,119000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
469,2566,535101110,8917,3,5,5,1967,1967,4,4,2,0,1584,1584,0,0,1584,0,0,2,0,4,2,3,8,0,2,506,0,0,2006,119000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
470,2628,535456010,8512,4,5,5,1960,1960,4,3,2,0,1556,1556,0,0,1556,0,0,2,0,4,2,3,8,0,0,0,0,0,2006,119000,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
471,1294,902109120,7628,4,4,6,1940,1985,4,4,2,0,801,1095,561,0,1656,0,0,2,0,2,1,3,8,0,2,440,187,0,2008,119164,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
472,328,923225390,2394,4,5,6,1973,1973,5,4,5,915,945,945,0,0,945,1,1,1,0,2,1,3,5,1,1,253,174,0,2010,119500,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
473,408,527451650,1680,4,5,7,1972,1972,4,4,2,231,630,630,672,0,1302,0,0,2,1,3,1,3,6,0,1,264,185,0,2009,119500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
474,1604,923275090,6951,3,5,5,1984,1985,4,4,2,658,876,923,0,0,923,1,0,1,0,3,1,3,5,0,1,264,362,0,2008,119500,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
475,1668,527404100,9758,3,5,5,1971,1971,4,4,2,412,950,950,0,0,950,0,0,1,0,3,1,3,5,0,1,280,0,0,2007,119500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
476,2694,903454080,8600,4,6,6,1937,1950,4,4,2,0,780,780,596,0,1376,0,0,2,0,3,1,3,7,1,1,198,0,0,2006,119500,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
477,2209,909256120,6305,4,5,7,1938,1950,3,3,2,0,920,954,0,0,954,0,0,1,0,2,1,2,5,1,1,240,0,0,2007,119750,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
478,900,908275040,10926,4,5,5,1959,1959,4,4,2,0,1678,1678,0,0,1678,0,0,2,0,6,2,3,10,0,0,0,0,0,2009,119900,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
479,2788,907227090,7200,4,5,8,1972,1972,4,4,2,437,864,864,0,0,864,0,0,1,0,3,1,3,5,0,1,297,0,0,2006,119900,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
480,35,527453150,2280,4,7,6,1975,1975,5,4,2,0,836,836,0,0,836,0,0,1,0,2,1,3,4,0,1,308,0,30,2010,120000,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
481,548,531452010,10762,4,6,6,1980,1980,5,4,2,0,626,626,591,0,1217,0,0,1,1,3,1,3,6,1,1,288,0,28,2009,120000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
482,1296,902128075,5400,4,7,6,1920,2006,4,4,2,0,931,1027,0,0,1027,0,1,1,0,2,1,4,5,1,0,0,0,28,2008,120000,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
483,1337,903227080,6000,4,6,7,1929,1950,4,4,2,0,862,950,208,0,1158,0,0,1,0,3,1,3,5,1,1,208,0,0,2008,120000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
484,1363,903455030,10320,4,5,6,1915,1978,4,3,2,0,880,880,428,0,1308,0,0,2,0,2,1,3,6,0,2,400,0,0,2008,120000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
485,1384,905107380,9981,3,5,5,1967,1967,4,4,3,221,1073,1073,0,0,1073,0,0,1,0,3,1,3,6,0,1,270,0,90,2008,120000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
486,1546,910201130,6000,4,6,8,1940,2006,3,4,2,0,720,760,330,0,1090,0,0,1,0,3,1,3,5,0,1,240,0,0,2008,120000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
487,1924,535177020,9100,4,5,5,1960,1960,4,4,2,0,1144,1144,0,0,1144,0,0,1,0,3,1,3,6,1,1,336,0,0,2007,120000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
488,1983,902201130,6000,4,3,7,1948,2002,4,4,2,331,649,679,504,0,1183,0,0,1,1,2,1,3,6,0,1,308,0,176,2007,120000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
489,2601,535379100,10800,4,5,6,1920,1950,4,4,2,821,1120,1130,0,0,1130,1,0,1,0,2,1,3,5,1,2,720,229,0,2006,120000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
490,2655,902206090,9576,4,6,7,1945,1950,3,4,2,310,770,885,297,0,1182,0,0,1,1,3,1,3,5,0,1,378,0,0,2006,120000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
491,1548,910202100,5890,4,6,8,1930,2007,4,4,4,538,816,816,0,0,816,0,0,1,0,2,1,3,5,0,1,432,0,0,2008,120500,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
492,1549,910203020,6900,4,5,6,1940,1955,4,4,2,403,740,778,0,0,778,0,0,1,0,2,1,3,4,1,1,924,0,25,2008,120500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
493,1672,527425140,9000,4,4,6,1971,1971,4,4,2,616,864,864,0,0,864,0,0,1,0,3,1,3,5,0,2,528,0,0,2007,120500,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
494,1819,532353120,6285,4,5,5,1977,1977,5,4,2,138,894,894,0,0,894,1,0,1,0,2,1,3,5,0,1,308,192,0,2007,120750,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
495,2494,532378050,13052,3,5,6,1965,1965,4,4,2,712,1024,1024,0,0,1024,0,0,1,1,3,1,3,5,0,1,308,0,0,2006,120875,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
496,733,903205040,8854,4,6,6,1916,1950,4,4,2,0,952,952,0,0,952,0,0,1,0,2,1,2,4,1,1,192,0,98,2009,121000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
497,935,909451140,1612,4,6,6,1980,1980,5,4,2,0,561,561,668,0,1229,0,0,1,1,2,1,3,5,1,2,462,154,0,2009,121000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
498,2565,534479300,9888,4,5,6,1954,1975,4,4,2,486,936,936,0,0,936,0,0,1,0,2,1,3,5,0,1,240,0,0,2006,121000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
499,2845,909103020,11388,4,4,7,1910,1993,4,4,2,0,616,1055,218,0,1273,0,0,1,0,3,1,4,5,0,1,275,212,0,2006,121000,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
500,220,905103060,11341,3,5,6,1957,1996,5,4,2,1302,1392,1392,0,0,1392,1,0,1,1,3,1,3,5,1,2,528,0,0,2010,121500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
501,790,905451300,9571,4,5,5,1956,1956,4,4,2,257,1073,1073,0,0,1073,1,0,1,0,2,1,3,5,0,1,340,0,0,2009,121500,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
502,87,532377060,9819,3,5,5,1967,1967,4,4,2,450,882,900,0,0,900,0,0,1,0,3,1,3,5,0,1,280,0,0,2010,122000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
503,205,903430080,3068,4,6,8,1920,1993,4,4,2,0,662,662,662,0,1324,0,1,1,0,3,1,3,6,0,1,180,0,0,2010,122000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
504,558,532354230,9079,3,5,5,1961,1961,4,4,2,864,864,864,0,0,864,0,0,1,0,2,1,3,5,0,1,440,158,0,2009,122000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
505,614,534431130,9768,4,5,5,1955,1955,4,4,2,100,960,960,0,0,960,1,0,1,0,2,1,3,5,0,1,330,0,70,2009,122000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
506,788,905402070,15635,3,4,5,1954,1954,1,1,1,0,0,1383,0,0,1383,0,0,1,0,2,1,3,6,0,2,498,0,0,2009,122000,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
507,904,909101100,8212,4,5,6,1941,1950,4,4,2,626,720,854,444,0,1298,0,0,1,0,3,1,3,6,2,1,256,84,0,2009,122000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
508,2142,907203110,10356,4,5,6,1975,1975,4,4,4,716,969,969,0,0,969,0,0,1,1,3,1,3,5,0,2,440,0,0,2007,122000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
509,2172,908127060,16287,4,5,6,1925,1950,4,4,2,130,901,901,450,0,1351,1,0,1,0,3,1,3,7,1,2,576,0,0,2007,122000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
510,151,535302200,10895,4,5,6,1955,1955,4,4,2,648,972,972,0,0,972,0,0,1,0,3,1,3,5,0,1,305,0,0,2010,122500,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
511,190,902402250,11340,4,4,6,1885,1950,4,4,2,0,777,1246,1044,0,2290,0,0,2,0,4,2,3,11,0,2,560,0,0,2010,122500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
512,1680,527451170,1920,4,5,5,1971,1971,4,4,2,471,765,765,600,0,1365,1,0,1,1,2,1,3,6,0,2,440,240,36,2007,122500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
513,412,527453140,2280,4,7,5,1975,1975,5,4,2,435,1057,1055,0,0,1055,0,1,2,0,2,1,3,4,1,2,440,0,27,2009,123000,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
514,644,535303150,10634,4,5,6,1953,1953,4,4,2,428,608,1319,0,0,1319,1,0,1,0,3,1,3,5,0,1,270,66,0,2009,123000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
515,860,907227080,7200,4,5,5,1972,1972,4,4,4,777,894,894,0,0,894,0,0,1,0,2,1,3,6,0,2,600,215,0,2009,123000,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
516,941,910204050,8660,4,5,6,1900,1993,4,4,2,0,760,928,928,312,2168,0,0,2,0,5,1,4,11,0,2,576,467,160,2009,123000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1037,527403360,7560,4,5,5,1971,1971,5,4,2,119,864,864,0,0,864,1,0,1,0,3,1,3,5,0,2,576,0,0,2008,123000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
518,1343,903231080,6240,4,4,7,1929,1950,4,4,2,80,704,624,512,0,1136,0,1,1,0,2,1,3,6,0,1,336,0,365,2008,123000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
519,1669,527404140,8294,4,4,5,1971,1971,4,4,2,0,858,872,0,0,872,0,0,1,0,3,1,3,5,0,4,480,0,0,2007,123000,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
520,2054,905103110,11677,3,5,4,1966,1966,4,4,4,249,1040,1040,0,0,1040,1,0,1,0,3,1,3,6,0,1,264,0,90,2007,123000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
521,2376,527452310,7838,4,5,5,1967,1967,4,4,4,769,864,900,0,0,900,1,0,1,0,3,1,3,6,1,1,288,175,144,2006,123000,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
522,2744,905475150,6420,3,5,7,1952,1952,6,5,3,210,980,1148,0,0,1148,0,1,1,0,2,1,3,6,0,1,308,0,0,2006,123500,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
