Order,PID,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExteriorFirst,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSFOne,TotalBsmtSF,Heating,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice
976,923226270,1526,Pave,Reg,Lvl,Inside,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CBlock,Gd,TA,Av,515,630,GasA,Y,630,0,0,630,1,0,1,0,1,1,Gd,3,0,Attchd,1,286,0,0,2009,86000
2084,905476170,9098,Pave,IR1,Lvl,Inside,OneFam,OneStory,4,7,1920,2002,Gable,CompShg,WdSdng,BrkTil,TA,TA,Mn,348,528,GasA,Y,605,0,0,605,1,0,1,0,2,1,TA,5,0,NA,0,0,0,0,2007,86000
1258,535380110,5400,Pave,Reg,Lvl,Corner,OneFam,OneStory,4,7,1940,2005,Gambr,CompShg,VinylSd,PConc,TA,TA,No,0,672,GasA,Y,672,0,0,672,0,0,1,0,2,1,TA,4,0,Detchd,1,308,88,108,2008,86900
2600,535377100,7008,Pave,Reg,Lvl,Corner,OneFam,OnePointFiveFin,4,8,1900,1998,Gable,CompShg,MetalSd,BrkTil,Fa,Fa,No,0,448,GasA,Y,448,272,0,720,0,0,1,0,1,1,Fa,5,0,Attchd,1,280,0,0,2006,86900
2003,902427040,9439,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,5,1930,1950,Gable,CompShg,WdSdng,CBlock,TA,TA,No,324,912,GasA,Y,912,336,0,1248,0,0,1,0,2,1,TA,6,0,Detchd,1,160,0,0,2007,87000
2659,902305090,9600,Pave,Reg,Lvl,Inside,OneFam,TwoStory,4,2,1900,1950,Gable,CompShg,AsbShng,BrkTil,TA,Fa,No,0,1095,GasW,N,1095,679,0,1774,1,0,2,0,4,2,TA,8,0,2Types,3,779,0,0,2006,87000
714,902301060,9600,Pave,Reg,Lvl,Inside,OneFam,TwoStory,4,4,1910,1950,Gable,CompShg,VinylSd,BrkTil,Fa,TA,No,0,677,GasA,Y,833,677,0,1510,0,0,2,0,3,1,Gd,7,0,Detchd,2,720,0,0,2009,87500
2626,535454050,8544,Pave,Reg,Lvl,Inside,Duplex,OneStory,3,4,1949,1950,Gable,CompShg,Stucco,Slab,NA,NA,NA,0,0,Wall,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,Detchd,2,400,0,0,2006,87500
980,923228230,2217,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,4,4,1970,1970,Gable,CompShg,CemntBd,CBlock,TA,TA,No,273,546,GasA,Y,546,546,0,1092,0,0,1,1,3,1,TA,6,0,Attchd,1,286,238,0,2009,88000
2362,527403120,8125,Pave,IR1,Lvl,Corner,OneFam,OneStory,4,4,1971,1971,Gable,CompShg,HdBoard,CBlock,TA,TA,No,614,858,GasA,Y,858,0,0,858,0,0,1,0,3,1,TA,5,0,NA,0,0,0,0,2006,88000
332,923228270,1900,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,4,4,1970,1970,Gable,CompShg,CemntBd,CBlock,TA,TA,No,0,546,GasA,Y,546,546,0,1092,0,0,1,1,3,1,TA,5,0,NA,0,0,0,0,2010,88250
762,904100190,4280,Pave,IR1,Lvl,Inside,OneFam,OneStory,4,9,1946,2001,Gable,CompShg,MetalSd,CBlock,Fa,TA,No,0,560,GasA,Y,704,0,0,704,0,1,1,0,2,1,Fa,4,0,CarPort,1,220,0,0,2009,88750
2371,527451450,1680,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,6,5,1972,1972,Gable,CompShg,HdBoard,CBlock,TA,TA,No,276,483,GasA,Y,483,465,0,948,0,0,1,1,2,1,TA,5,0,Detchd,1,264,0,0,2006,89000
2684,903235020,6000,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1921,1950,Gable,CompShg,WdSdng,CBlock,TA,TA,No,616,616,GasA,Y,616,0,0,616,0,0,1,0,2,1,TA,4,0,Detchd,1,205,0,0,2006,89000
1045,527451400,1680,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,6,3,1971,1971,Gable,CompShg,HdBoard,CBlock,TA,TA,No,358,483,GasA,Y,483,504,0,987,0,0,1,1,2,1,TA,5,0,Detchd,1,264,0,0,2008,89500
2071,905228020,9000,Pave,Reg,Lvl,Inside,OneFam,OneStory,4,7,1945,1950,Gable,CompShg,WdSdng,Slab,NA,NA,NA,0,0,GasA,N,998,0,0,998,0,0,1,0,3,1,TA,5,0,2Types,2,460,0,0,2007,89500
1255,535375140,10122,Pave,Reg,Lvl,Inside,OneFam,OneStory,4,6,1948,1950,Gable,CompShg,MetalSd,Slab,NA,NA,NA,0,0,GasA,N,869,0,0,869,0,0,1,0,1,1,TA,3,0,Detchd,1,390,0,0,2008,89900
281,908203100,6410,Pave,Reg,HLS,Inside,OneFam,OneStory,4,5,1958,1958,Hip,CompShg,WdShing,CBlock,TA,TA,No,0,960,GasA,Y,960,0,0,960,0,0,1,0,3,1,TA,5,0,NA,0,0,0,0,2010,90000
679,535451170,7200,Pave,Reg,Lvl,Inside,Duplex,OneStory,4,5,1949,1950,Gable,CompShg,BrkFace,Slab,NA,NA,NA,0,0,Wall,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,Detchd,2,420,0,0,2009,90000
1994,902302150,13600,Pave,Reg,Lvl,Inside,2fmCon,TwoStory,5,5,1900,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,662,GasA,N,1422,915,0,2337,0,0,2,0,5,2,TA,10,0,Detchd,2,560,0,57,2007,90000
2207,909254140,4280,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1913,2002,Gable,CompShg,WdShing,PConc,TA,TA,No,365,440,GasA,N,694,0,0,694,0,0,1,0,2,1,Gd,4,1,Detchd,1,352,0,0,2007,90350
2920,923228260,1936,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,4,7,1970,1970,Gable,CompShg,CemntBd,CBlock,TA,TA,No,0,546,GasA,Y,546,546,0,1092,0,0,1,1,3,1,TA,5,0,NA,0,0,0,0,2006,90500
974,923225360,1596,Pave,Reg,Lvl,Inside,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CBlock,Gd,TA,Gd,462,462,GasA,Y,526,462,0,988,1,0,1,0,2,1,TA,5,0,BuiltIn,1,297,120,101,2009,91000
1528,909253190,6292,Pave,Reg,Bnk,Inside,OneFam,OneStory,6,5,1930,1950,Gable,CompShg,WdSdng,BrkTil,Gd,TA,Mn,384,768,GasA,N,790,0,0,790,0,0,1,0,2,1,TA,4,0,Detchd,1,160,0,141,2008,91000
2696,903456060,9786,Pave,Reg,Lvl,Inside,OneFam,OneStory,3,4,1922,1950,Hip,CompShg,WdSdng,BrkTil,TA,Fa,No,0,1007,GasA,N,1077,0,0,1077,0,0,1,0,3,1,TA,6,1,Detchd,1,210,0,100,2006,91000
1505,908225170,6931,Pave,Reg,Lvl,Inside,2fmCon,OneStory,4,5,1955,1955,Hip,CompShg,WdSdng,CBlock,TA,TA,Av,784,784,GasA,N,784,0,0,784,1,0,1,0,2,1,TA,4,0,NA,0,0,112,0,2008,91900
677,535450160,8544,Pave,Reg,Lvl,Corner,Duplex,OneStory,3,4,1950,1950,Gable,CompShg,BrkFace,Slab,NA,NA,NA,0,0,Wall,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,Detchd,2,400,0,0,2009,92900
705,902135020,6000,Pave,Reg,Bnk,Inside,2fmCon,OneStory,4,4,1953,1953,Gable,CompShg,MetalSd,CBlock,Fa,TA,No,0,936,GasA,N,936,0,0,936,0,0,1,0,2,1,TA,4,0,Detchd,2,576,0,32,2009,93000
707,902202150,6000,Pave,Reg,Lvl,Inside,2fmCon,OnePointFiveFin,5,4,1954,1954,Gable,CompShg,WdSdng,CBlock,TA,TA,No,0,811,GasA,Y,811,576,0,1387,0,0,2,0,3,2,Gd,7,0,BuiltIn,1,256,0,0,2009,93000
738,903228070,6000,Pave,Reg,Lvl,Corner,OneFam,OnePointFiveFin,5,5,1924,1950,Gable,CompShg,Stucco,BrkTil,TA,TA,No,220,468,GasA,Y,822,320,0,1142,0,0,1,0,3,1,TA,6,0,Attchd,1,320,0,0,2009,93000
2745,905477010,8335,Pave,Reg,Lvl,Corner,OneFam,OneStory,5,5,1954,1954,Gable,CompShg,WdSdng,Slab,NA,NA,NA,0,0,GasA,Y,1124,0,0,1124,0,0,1,0,3,1,TA,5,1,NA,0,0,0,36,2006,93000
2627,535454060,8544,Pave,Reg,Lvl,Inside,Duplex,OneStory,3,4,1950,1950,Gable,CompShg,Stucco,CBlock,NA,NA,NA,0,0,GasA,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,Detchd,2,400,0,0,2006,93500
2668,902401090,5976,Pave,Reg,Lvl,Inside,Duplex,TwoStory,5,7,1920,1950,Hip,CompShg,WdSdng,PConc,TA,TA,No,0,624,GasA,N,624,624,0,1248,0,0,2,0,2,2,TA,8,0,NA,0,0,0,130,2006,93500
2288,923228220,1495,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,4,6,1970,1970,Gable,CompShg,CemntBd,CBlock,TA,TA,No,384,546,GasA,Y,546,546,0,1092,0,0,1,1,3,1,TA,5,0,NA,0,0,0,64,2007,93900
2373,527451520,1680,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,6,5,1972,1972,Gable,CompShg,HdBoard,CBlock,TA,TA,No,0,483,GasA,Y,483,504,0,987,0,0,1,1,2,1,TA,5,1,Attchd,1,288,0,0,2006,94500
2171,908127040,10921,Pave,Reg,HLS,Inside,OneFam,OneStory,4,5,1965,1965,Hip,CompShg,HdBoard,CBlock,TA,TA,No,520,960,GasA,Y,960,0,0,960,1,0,1,0,3,1,TA,6,0,Attchd,1,432,120,0,2007,94750
1598,923225370,1596,Pave,Reg,Lvl,Inside,Twnhs,SLvl,4,6,1973,1973,Gable,CompShg,CemntBd,CBlock,Gd,TA,Gd,437,462,GasA,Y,526,462,0,988,1,0,1,0,1,1,TA,4,1,BuiltIn,1,297,0,101,2008,94900
213,904350045,6001,Pave,IR1,Bnk,Inside,OneFam,OnePointFiveFin,6,5,1940,1950,Gable,CompShg,VinylSd,CBlock,Fa,TA,No,368,600,GasA,N,600,319,0,919,0,0,1,0,3,1,TA,5,0,Detchd,1,231,0,0,2010,95000
1299,902136110,5914,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,9,1890,1996,Gable,CompShg,WdSdng,BrkTil,Fa,TA,No,0,684,GasA,Y,684,396,0,1080,0,0,1,0,3,1,Gd,5,0,NA,0,0,0,165,2008,95000
1507,908250040,8050,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,8,1947,1993,Gable,CompShg,MetalSd,Slab,NA,NA,NA,0,0,GasA,Y,929,208,0,1137,0,0,1,1,4,1,TA,8,0,NA,0,0,0,0,2008,96000
2088,905480090,7550,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,4,5,1920,1950,Gambr,CompShg,MetalSd,BrkTil,TA,Fa,No,0,951,GasW,N,986,376,0,1362,0,0,2,0,4,1,TA,7,0,Detchd,1,280,0,0,2007,96000
171,902104060,8800,Pave,Reg,Lvl,Corner,OneFam,OnePointFiveFin,4,7,1910,2004,Gable,CompShg,WdSdng,BrkTil,TA,Fa,No,0,576,GasA,Y,792,348,0,1140,0,0,1,0,3,1,TA,7,0,NA,0,0,0,160,2010,96500
2198,909250160,10594,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveUnf,5,5,1926,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,768,Grav,N,789,0,0,789,0,0,1,0,2,1,TA,5,0,Detchd,1,200,0,0,2007,96500
2651,902134060,7614,Pave,Reg,Lvl,Inside,OneFam,TwoStory,3,5,1905,1950,Gable,CompShg,MetalSd,BrkTil,TA,Fa,Mn,0,738,GasA,Y,714,662,0,1376,0,0,1,0,2,1,TA,7,0,Detchd,1,216,0,0,2006,96900
406,527451540,1680,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,6,6,1972,1972,Gable,CompShg,HdBoard,CBlock,TA,TA,No,110,483,GasA,Y,483,504,0,987,1,0,1,1,2,1,TA,5,0,Detchd,1,288,0,0,2009,97000
979,923228150,1533,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,4,6,1970,2008,Gable,CompShg,CemntBd,CBlock,TA,TA,No,0,546,GasA,Y,798,546,0,1344,0,0,1,1,3,1,TA,6,1,NA,0,0,0,0,2009,97000
1326,902427045,12702,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,5,1956,1956,Gable,CompShg,BrkFace,PConc,NA,NA,NA,0,0,GasA,Y,882,0,0,882,0,0,1,0,2,1,TA,4,0,Detchd,1,308,0,45,2008,97000
2363,527404180,7200,Pave,Reg,Lvl,Inside,OneFam,OneStory,4,4,1971,1971,Gable,CompShg,HdBoard,CBlock,TA,TA,No,20,864,GasA,Y,874,0,0,874,0,1,1,0,3,1,TA,5,0,Detchd,2,576,63,0,2006,97500
2834,908225180,6956,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,4,7,1948,1950,Gable,CompShg,VinylSd,CBlock,Fa,TA,Mn,0,624,GasA,Y,624,312,0,936,0,0,1,0,3,1,TA,5,0,Attchd,1,265,0,0,2006,97900
897,908225370,8405,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,4,3,1945,1950,Gable,CompShg,WdShing,Slab,NA,NA,NA,0,0,Wall,N,1088,441,0,1529,0,0,2,0,4,1,TA,9,0,Detchd,1,240,92,0,2009,98000
1205,534276190,7785,Pave,IR1,Lvl,Inside,OneFam,OneStory,5,5,1956,1956,Gable,CompShg,HdBoard,Slab,NA,NA,NA,0,0,GasA,Y,1014,0,0,1014,0,0,1,0,2,1,TA,6,0,Attchd,1,267,0,0,2008,98000
1514,909100170,5604,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1925,1950,Gable,CompShg,Stucco,CBlock,TA,TA,No,468,864,GasA,N,864,0,0,864,1,0,1,0,2,1,TA,5,0,NA,0,0,0,0,2008,98000
1269,535451230,7200,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,5,1950,1950,Hip,CompShg,MetalSd,CBlock,NA,NA,NA,0,0,GasA,Y,1048,0,0,1048,0,0,1,0,3,1,TA,7,0,Detchd,2,420,0,27,2008,98300
78,531452020,7892,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,6,5,1979,1979,Gable,CompShg,Plywood,CBlock,Gd,TA,No,0,918,GasA,Y,918,0,0,918,0,0,2,0,2,1,TA,5,1,Attchd,1,264,28,0,2010,99500
712,902207170,8520,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,8,1923,1950,Gable,CompShg,Stucco,PConc,Fa,TA,No,0,624,GasA,Y,792,0,0,792,0,0,1,0,2,1,TA,5,0,Detchd,1,287,0,0,2009,99500
1552,910206110,7392,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1930,1995,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,520,GasA,Y,912,0,0,912,0,0,1,0,2,1,TA,5,0,Detchd,1,360,0,90,2008,99500
1412,905452070,9350,Pave,Reg,Lvl,Inside,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,PConc,Gd,TA,Av,864,864,GasA,N,864,0,0,864,1,0,1,0,2,1,TA,4,0,NA,0,0,0,0,2008,99600
2596,535375040,10410,Pave,Reg,Lvl,Inside,OneFam,OneStory,3,8,1930,2001,Gable,CompShg,VinylSd,PConc,TA,TA,No,0,713,GasA,Y,713,0,0,713,0,0,1,0,2,1,Gd,5,0,Detchd,1,371,0,75,2006,99800
655,535375010,5470,Pave,Reg,Lvl,Inside,OneFam,OneStory,3,5,1958,1958,Gable,CompShg,MetalSd,CBlock,TA,TA,No,0,792,GasA,Y,792,0,0,792,0,0,1,0,2,1,TA,4,0,Attchd,1,366,0,90,2009,99900
1979,902110010,3153,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1920,1990,Gable,CompShg,MetalSd,BrkTil,TA,TA,No,0,967,GasA,Y,967,0,0,967,0,0,1,0,2,1,TA,5,1,Detchd,1,180,0,0,2007,99900
276,908102130,9825,Pave,Reg,Lvl,Inside,Duplex,OneStory,5,5,1965,1965,Hip,CompShg,AsphShn,CBlock,NA,NA,NA,0,0,GasA,N,1664,0,0,1664,0,0,2,0,4,2,TA,8,0,NA,0,0,0,0,2010,100000
419,527455240,7150,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,5,1967,1967,Gable,CompShg,HdBoard,CBlock,TA,TA,No,432,892,GasA,Y,892,0,0,892,0,0,1,0,3,1,TA,5,0,Attchd,1,288,0,0,2009,100000
887,908102290,8877,Pave,Reg,Lvl,Inside,OneFam,OneStory,4,6,1938,1958,Gable,CompShg,MetalSd,CBlock,TA,TA,Mn,690,816,GasA,Y,816,0,0,816,1,0,1,0,2,1,TA,3,1,Detchd,1,288,0,0,2009,100000
1041,527450250,1680,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,6,5,1973,1973,Gable,CompShg,HdBoard,CBlock,TA,TA,No,330,483,GasA,Y,483,504,0,987,1,0,1,1,2,1,TA,5,0,Detchd,1,264,0,0,2008,100000
1252,535327230,8838,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,3,1957,1982,Gable,CompShg,MetalSd,BrkTil,NA,NA,NA,0,0,GasA,Y,1764,0,0,1764,0,0,2,1,4,1,TA,7,1,Attchd,1,301,0,72,2008,100000
1989,902207150,8520,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,6,1923,2006,Gable,CompShg,WdSdng,CBlock,TA,TA,No,0,968,GasA,Y,968,0,0,968,0,0,1,0,2,1,TA,5,0,Detchd,2,480,0,0,2007,100000
2236,910201110,6060,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,4,5,1939,1950,Gable,CompShg,AsbShng,PConc,TA,TA,No,0,732,GasA,Y,772,351,0,1123,0,0,1,0,3,1,TA,4,0,Detchd,1,264,0,0,2007,100000
1042,527450520,1890,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,6,6,1972,1972,Gable,CompShg,HdBoard,CBlock,TA,TA,No,483,483,GasA,Y,483,504,0,987,0,0,1,1,2,1,TA,5,0,Detchd,1,352,411,0,2008,100500
2039,903458020,7200,Pave,Reg,Lvl,Inside,OneFam,TwoPointFiveUnf,5,7,1920,1996,Gable,CompShg,MetalSd,BrkTil,TA,Fa,No,0,530,GasA,N,581,530,0,1111,0,0,1,0,3,1,Fa,6,0,Detchd,1,288,0,0,2007,101000
1899,534429030,9842,Pave,Reg,Lvl,FRTwo,Duplex,OneStory,4,5,1962,1962,Gable,CompShg,HdBoard,Slab,NA,NA,NA,0,0,GasA,Y,1224,0,0,1224,0,0,2,0,2,2,TA,6,0,CarPort,2,462,0,0,2007,101800
1961,535451100,7200,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,3,1950,1950,Gable,CompShg,WdShing,CBlock,TA,TA,No,432,864,GasA,Y,1238,0,0,1238,0,0,1,1,3,1,TA,6,1,Attchd,1,357,0,171,2007,102000
2021,903234160,6180,Pave,Reg,Lvl,Corner,OneFam,OneStory,6,5,1926,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,960,GasA,N,986,0,0,986,0,0,1,0,2,1,TA,5,1,Detchd,1,180,0,128,2007,102000
2853,909250210,6000,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,5,1926,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,1008,GasA,Y,1008,0,514,1522,0,0,2,0,4,1,TA,7,0,NA,0,0,0,0,2006,102000
704,902134120,10134,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,5,1910,1950,Gable,CompShg,MetalSd,BrkTil,Fa,TA,No,0,801,GasA,N,801,646,0,1447,0,0,1,0,3,1,TA,6,0,NA,0,0,80,0,2009,103000
756,903458170,6240,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,4,5,1925,1950,Gable,CompShg,MetalSd,CBlock,TA,TA,No,152,780,GasA,Y,848,0,360,1208,0,0,1,0,2,1,TA,5,0,Detchd,2,539,0,23,2009,103000
1880,534252070,10899,Pave,IR1,Lvl,Inside,Duplex,OneStory,4,5,1964,1964,Gable,CompShg,HdBoard,Slab,NA,NA,NA,0,0,GasA,N,1224,0,0,1224,0,0,2,0,2,2,TA,8,0,CarPort,3,530,0,0,2007,103000
1948,535376010,5500,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveUnf,4,6,1956,1956,Gable,CompShg,MetalSd,CBlock,TA,TA,No,0,882,GasA,Y,882,0,0,882,0,0,1,0,1,1,TA,4,0,NA,0,0,0,0,2007,103200
1040,527450110,1680,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,6,5,1973,1973,Gable,CompShg,HdBoard,CBlock,TA,TA,No,458,483,GasA,Y,483,504,0,987,0,1,1,1,2,1,TA,5,0,Detchd,1,264,52,0,2008,103400
695,902103120,10307,Pave,Reg,Lvl,Inside,Duplex,TwoStory,6,5,1910,1950,Gable,CompShg,WdSdng,CBlock,TA,TA,Mn,633,972,GasA,N,972,972,0,1944,1,0,2,0,4,2,TA,12,0,Detchd,2,324,0,28,2009,103500
901,908275110,11767,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,5,1956,1956,Hip,CompShg,HdBoard,CBlock,TA,TA,No,546,1150,GasA,Y,1560,0,0,1560,0,0,1,0,2,1,TA,7,1,Attchd,1,313,0,0,2009,103500
2004,902427140,8626,Pave,Reg,Lvl,Inside,OneFam,OneStory,4,6,1956,1956,Gable,CompShg,MetalSd,CBlock,NA,NA,NA,0,0,GasA,Y,968,0,0,968,0,0,1,0,2,1,TA,5,0,Attchd,1,331,0,0,2007,104500
2909,923225190,2665,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,5,6,1977,1977,Gable,CompShg,CemntBd,PConc,Gd,TA,Mn,0,264,GasA,Y,616,688,0,1304,0,0,1,1,3,1,TA,5,1,BuiltIn,1,336,141,0,2006,104500
2838,908228040,9738,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,5,7,1924,1950,Gable,CompShg,AsbShng,BrkTil,TA,TA,No,392,784,GasA,Y,949,272,0,1221,1,0,1,0,4,1,TA,7,0,Attchd,1,392,0,0,2006,104900
154,535325400,7898,Pave,Reg,Lvl,Corner,OneFam,OneStory,4,7,1920,1994,Gable,CompShg,MetalSd,BrkTil,TA,TA,No,0,576,GasA,Y,985,0,0,985,0,1,1,0,2,1,TA,4,0,Detchd,2,676,0,0,2010,105000
744,903231130,6120,Pave,Reg,Lvl,Corner,OneFam,OneStory,5,7,1931,1993,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,209,715,GasA,Y,875,0,0,875,1,0,1,0,2,1,TA,5,0,Detchd,1,180,48,0,2009,105000
798,905480030,9060,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,6,5,1939,1950,Gable,CompShg,WdShing,BrkTil,TA,TA,Mn,204,560,GasA,Y,698,560,0,1258,0,0,1,0,2,1,TA,6,0,Detchd,1,280,0,0,2009,105000
1339,903228060,6000,Pave,Reg,Lvl,Inside,OneFam,OnePointFiveFin,6,5,1939,1950,Gable,CompShg,WdSdng,CBlock,TA,TA,No,264,739,GasA,Y,874,468,0,1342,0,0,2,0,2,2,TA,7,1,Detchd,1,240,0,0,2008,105000
1597,923225310,1974,Pave,Reg,Lvl,Inside,Twnhs,SFoyer,4,7,1973,2006,Gable,CompShg,CemntBd,CBlock,Gd,TA,Av,501,526,GasA,Y,526,462,0,988,1,0,1,0,2,1,TA,5,0,BuiltIn,1,297,120,101,2008,105000
2643,902108060,3960,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,8,1930,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,502,GasA,N,502,502,0,1004,0,0,1,0,2,1,Gd,5,1,Detchd,1,200,280,0,2006,105000
2723,905200380,17529,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,5,1924,1950,Gable,CompShg,BrkFace,BrkTil,TA,TA,No,0,872,GasA,N,872,0,0,872,0,0,1,0,2,1,Fa,5,1,Detchd,1,322,0,0,2006,105000
31,527451330,1680,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,5,5,1971,1971,Gable,CompShg,HdBoard,CBlock,TA,TA,No,300,525,GasA,Y,525,567,0,1092,0,0,1,1,3,1,TA,6,0,Detchd,1,320,0,0,2010,105500
2365,527450010,2760,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,6,5,1973,1973,Gable,CompShg,HdBoard,CBlock,TA,TA,No,0,525,GasA,Y,525,567,0,1092,0,0,1,1,3,1,TA,6,0,Detchd,2,440,0,0,2006,105500
183,902207140,8520,Pave,Reg,Lvl,Inside,OneFam,OneStory,6,8,1928,2003,Gable,CompShg,VinylSd,BrkTil,TA,TA,No,0,624,GasA,Y,720,0,0,720,0,0,1,0,2,1,TA,5,0,Detchd,2,484,106,0,2010,105900
665,535383110,10800,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1920,1950,Gable,CompShg,WdSdng,BrkTil,TA,TA,No,0,720,GasA,N,846,0,0,846,0,0,1,0,2,1,Gd,4,0,Detchd,2,576,0,0,2009,106000
1043,527451060,1869,Pave,Reg,Lvl,Inside,Twnhs,TwoStory,6,6,1970,1970,Gable,CompShg,HdBoard,CBlock,TA,TA,No,321,483,GasA,Y,483,504,0,987,0,0,1,1,2,1,TA,5,0,Detchd,1,280,0,0,2008,106000
1679,527451020,2016,Pave,Reg,Lvl,Inside,TwnhsE,TwoStory,5,5,1970,1970,Gable,CompShg,HdBoard,CBlock,TA,TA,No,0,630,GasA,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,0,Detchd,2,440,0,0,2007,106000
1260,535383100,10800,Pave,Reg,Lvl,Inside,2fmCon,TwoStory,4,7,1900,2000,Gable,CompShg,MetalSd,BrkTil,NA,NA,NA,0,0,GasA,N,694,600,0,1294,0,0,2,0,3,2,TA,7,0,NA,0,0,220,114,2008,106250
2287,923228200,1533,Pave,Reg,Lvl,Inside,Twnhs,SLvl,4,5,1970,1970,Gable,CompShg,CemntBd,CBlock,Gd,TA,Av,503,530,GasA,Y,530,462,0,992,1,0,1,0,2,1,TA,4,0,BuiltIn,1,297,112,97,2007,106500
2484,531478010,8900,Pave,Reg,Lvl,Inside,OneFam,OneStory,4,4,1966,1966,Gable,CompShg,HdBoard,CBlock,TA,TA,No,1056,1056,GasA,Y,1056,0,0,1056,1,0,1,0,2,1,TA,5,0,Detchd,1,384,0,42,2006,107000
175,902125080,5790,Pave,Reg,Lvl,Corner,OneFam,TwoStory,3,6,1915,1950,Gambr,CompShg,VinylSd,CBlock,Fa,TA,No,0,840,GasA,N,840,765,0,1605,0,0,2,0,3,2,TA,8,0,Detchd,1,379,0,0,2010,107400
155,535327140,7200,Pave,Reg,Lvl,Inside,OneFam,OneStory,5,7,1955,2007,Gable,CompShg,VinylSd,Slab,NA,NA,NA,0,0,GasA,Y,827,0,0,827,0,0,1,0,2,1,TA,5,1,Detchd,1,392,0,0,2010,107500
